"species"	"site"	"season"	"count"
"13"	"9"	"11"	0
"14"	"9"	"11"	0
"15"	"9"	"11"	0
"16"	"9"	"11"	0
"1"	"10"	"11"	0
"2"	"10"	"11"	12
"3"	"10"	"11"	2
"4"	"10"	"11"	13
"5"	"10"	"11"	0
"6"	"10"	"11"	0
"7"	"10"	"11"	0
"8"	"10"	"11"	2
"9"	"10"	"11"	0
"10"	"10"	"11"	3
"11"	"10"	"11"	0
"12"	"10"	"11"	0
"13"	"10"	"11"	0
"14"	"10"	"11"	0
"15"	"10"	"11"	0
"16"	"10"	"11"	0
"1"	"11"	"11"	0
"2"	"11"	"11"	0
"3"	"11"	"11"	0
"4"	"11"	"11"	1
"5"	"11"	"11"	0
"6"	"11"	"11"	0
"7"	"11"	"11"	3
"8"	"11"	"11"	21
"9"	"11"	"11"	0
"10"	"11"	"11"	5
"11"	"11"	"11"	0
"12"	"11"	"11"	0
"13"	"11"	"11"	0
"14"	"11"	"11"	0
"15"	"11"	"11"	0
"16"	"11"	"11"	0
"1"	"12"	"11"	0
"2"	"12"	"11"	0
"3"	"12"	"11"	0
"4"	"12"	"11"	0
"5"	"12"	"11"	0
"6"	"12"	"11"	0
"7"	"12"	"11"	2
"8"	"12"	"11"	27
"9"	"12"	"11"	0
"10"	"12"	"11"	23
"11"	"12"	"11"	0
"12"	"12"	"11"	0
"13"	"12"	"11"	0
"14"	"12"	"11"	0
"15"	"12"	"11"	0
"16"	"12"	"11"	0
"1"	"13"	"11"	0
"2"	"13"	"11"	0
"3"	"13"	"11"	16
"4"	"13"	"11"	8
"5"	"13"	"11"	2
"6"	"13"	"11"	4
"7"	"13"	"11"	1
"8"	"13"	"11"	0
"9"	"13"	"11"	3
"10"	"13"	"11"	3
"11"	"13"	"11"	0
"12"	"13"	"11"	0
"13"	"13"	"11"	0
"14"	"13"	"11"	0
"15"	"13"	"11"	0
"16"	"13"	"11"	0
"1"	"14"	"11"	0
"2"	"14"	"11"	0
"3"	"14"	"11"	0
"4"	"14"	"11"	0
"5"	"14"	"11"	0
"6"	"14"	"11"	0
"7"	"14"	"11"	0
"8"	"14"	"11"	14
"9"	"14"	"11"	0
"10"	"14"	"11"	5
"11"	"14"	"11"	0
"12"	"14"	"11"	0
"13"	"14"	"11"	0
"14"	"14"	"11"	0
"15"	"14"	"11"	0
"16"	"14"	"11"	0
"1"	"15"	"11"	NA
"2"	"15"	"11"	NA
"3"	"15"	"11"	NA
"4"	"15"	"11"	NA
"5"	"15"	"11"	NA
"6"	"15"	"11"	NA
"7"	"15"	"11"	NA
"8"	"15"	"11"	NA
"9"	"15"	"11"	NA
"10"	"15"	"11"	NA
"11"	"15"	"11"	NA
"12"	"15"	"11"	NA
"13"	"15"	"11"	NA
"14"	"15"	"11"	NA
"15"	"15"	"11"	NA
"16"	"15"	"11"	NA
"1"	"16"	"11"	0
"2"	"16"	"11"	12
"3"	"16"	"11"	9
"4"	"16"	"11"	10
"5"	"16"	"11"	0
"6"	"16"	"11"	1
"7"	"16"	"11"	0
"8"	"16"	"11"	2
"9"	"16"	"11"	0
"10"	"16"	"11"	0
"11"	"16"	"11"	0
"12"	"16"	"11"	0
"13"	"16"	"11"	0
"14"	"16"	"11"	0
"15"	"16"	"11"	0
"16"	"16"	"11"	1
"1"	"17"	"11"	2
"2"	"17"	"11"	0
"3"	"17"	"11"	12
"4"	"17"	"11"	5
"5"	"17"	"11"	0
"6"	"17"	"11"	0
"7"	"17"	"11"	3
"8"	"17"	"11"	3
"9"	"17"	"11"	0
"10"	"17"	"11"	0
"11"	"17"	"11"	0
"12"	"17"	"11"	0
"13"	"17"	"11"	0
"14"	"17"	"11"	0
"15"	"17"	"11"	0
"16"	"17"	"11"	0
"1"	"18"	"11"	1
"2"	"18"	"11"	8
"3"	"18"	"11"	12
"4"	"18"	"11"	5
"5"	"18"	"11"	0
"6"	"18"	"11"	0
"7"	"18"	"11"	0
"8"	"18"	"11"	2
"9"	"18"	"11"	0
"10"	"18"	"11"	0
"11"	"18"	"11"	0
"12"	"18"	"11"	0
"13"	"18"	"11"	0
"14"	"18"	"11"	0
"15"	"18"	"11"	0
"16"	"18"	"11"	7
"1"	"19"	"11"	NA
"2"	"19"	"11"	NA
"3"	"19"	"11"	NA
"4"	"19"	"11"	NA
"5"	"19"	"11"	NA
"6"	"19"	"11"	NA
"7"	"19"	"11"	NA
"8"	"19"	"11"	NA
"9"	"19"	"11"	NA
"10"	"19"	"11"	NA
"11"	"19"	"11"	NA
"12"	"19"	"11"	NA
"13"	"19"	"11"	NA
"14"	"19"	"11"	NA
"15"	"19"	"11"	NA
"16"	"19"	"11"	NA
"1"	"20"	"11"	4
"2"	"20"	"11"	25
"3"	"20"	"11"	0
"4"	"20"	"11"	2
"5"	"20"	"11"	0
"6"	"20"	"11"	0
"7"	"20"	"11"	0
"8"	"20"	"11"	2
"9"	"20"	"11"	4
"10"	"20"	"11"	4
"11"	"20"	"11"	0
"12"	"20"	"11"	0
"13"	"20"	"11"	0
"14"	"20"	"11"	0
"15"	"20"	"11"	0
"16"	"20"	"11"	0
"1"	"21"	"11"	5
"2"	"21"	"11"	12
"3"	"21"	"11"	1
"4"	"21"	"11"	19
"5"	"21"	"11"	2
"6"	"21"	"11"	0
"7"	"21"	"11"	0
"8"	"21"	"11"	1
"9"	"21"	"11"	0
"10"	"21"	"11"	0
"11"	"21"	"11"	0
"12"	"21"	"11"	0
"13"	"21"	"11"	0
"14"	"21"	"11"	0
"15"	"21"	"11"	0
"16"	"21"	"11"	0
"1"	"22"	"11"	NA
"2"	"22"	"11"	NA
"3"	"22"	"11"	NA
"4"	"22"	"11"	NA
"5"	"22"	"11"	NA
"6"	"22"	"11"	NA
"7"	"22"	"11"	NA
"8"	"22"	"11"	NA
"9"	"22"	"11"	NA
"10"	"22"	"11"	NA
"11"	"22"	"11"	NA
"12"	"22"	"11"	NA
"13"	"22"	"11"	NA
"14"	"22"	"11"	NA
"15"	"22"	"11"	NA
"16"	"22"	"11"	NA
"1"	"23"	"11"	NA
"2"	"23"	"11"	NA
"3"	"23"	"11"	NA
"4"	"23"	"11"	NA
"5"	"23"	"11"	NA
"6"	"23"	"11"	NA
"7"	"23"	"11"	NA
"8"	"23"	"11"	NA
"9"	"23"	"11"	NA
"10"	"23"	"11"	NA
"11"	"23"	"11"	NA
"12"	"23"	"11"	NA
"13"	"23"	"11"	NA
"14"	"23"	"11"	NA
"15"	"23"	"11"	NA
"16"	"23"	"11"	NA
"1"	"24"	"11"	1
"2"	"24"	"11"	0
"3"	"24"	"11"	16
"4"	"24"	"11"	2
"5"	"24"	"11"	0
"6"	"24"	"11"	10
"7"	"24"	"11"	0
"8"	"24"	"11"	0
"9"	"24"	"11"	0
"10"	"24"	"11"	0
"11"	"24"	"11"	0
"12"	"24"	"11"	0
"13"	"24"	"11"	0
"14"	"24"	"11"	0
"15"	"24"	"11"	0
"16"	"24"	"11"	0
"1"	"25"	"11"	1
"2"	"25"	"11"	9
"3"	"25"	"11"	0
"4"	"25"	"11"	3
"5"	"25"	"11"	0
"6"	"25"	"11"	0
"7"	"25"	"11"	0
"8"	"25"	"11"	1
"9"	"25"	"11"	0
"10"	"25"	"11"	0
"11"	"25"	"11"	0
"12"	"25"	"11"	0
"13"	"25"	"11"	0
"14"	"25"	"11"	0
"15"	"25"	"11"	0
"16"	"25"	"11"	0
"1"	"26"	"11"	6
"2"	"26"	"11"	0
"3"	"26"	"11"	6
"4"	"26"	"11"	0
"5"	"26"	"11"	0
"6"	"26"	"11"	2
"7"	"26"	"11"	0
"8"	"26"	"11"	0
"9"	"26"	"11"	0
"10"	"26"	"11"	0
"11"	"26"	"11"	0
"12"	"26"	"11"	0
"13"	"26"	"11"	0
"14"	"26"	"11"	0
"15"	"26"	"11"	0
"16"	"26"	"11"	0
"1"	"27"	"11"	NA
"2"	"27"	"11"	NA
"3"	"27"	"11"	NA
"4"	"27"	"11"	NA
"5"	"27"	"11"	NA
"6"	"27"	"11"	NA
"7"	"27"	"11"	NA
"8"	"27"	"11"	NA
"9"	"27"	"11"	NA
"10"	"27"	"11"	NA
"11"	"27"	"11"	NA
"12"	"27"	"11"	NA
"13"	"27"	"11"	NA
"14"	"27"	"11"	NA
"15"	"27"	"11"	NA
"16"	"27"	"11"	NA
"1"	"28"	"11"	9
"2"	"28"	"11"	0
"3"	"28"	"11"	8
"4"	"28"	"11"	10
"5"	"28"	"11"	0
"6"	"28"	"11"	3
"7"	"28"	"11"	5
"8"	"28"	"11"	0
"9"	"28"	"11"	0
"10"	"28"	"11"	0
"11"	"28"	"11"	0
"12"	"28"	"11"	0
"13"	"28"	"11"	0
"14"	"28"	"11"	0
"15"	"28"	"11"	0
"16"	"28"	"11"	7
"1"	"29"	"11"	4
"2"	"29"	"11"	9
"3"	"29"	"11"	10
"4"	"29"	"11"	7
"5"	"29"	"11"	0
"6"	"29"	"11"	0
"7"	"29"	"11"	0
"8"	"29"	"11"	0
"9"	"29"	"11"	0
"10"	"29"	"11"	0
"11"	"29"	"11"	0
"12"	"29"	"11"	0
"13"	"29"	"11"	0
"14"	"29"	"11"	0
"15"	"29"	"11"	0
"16"	"29"	"11"	1
"1"	"30"	"11"	0
"2"	"30"	"11"	0
"3"	"30"	"11"	5
"4"	"30"	"11"	0
"5"	"30"	"11"	0
"6"	"30"	"11"	5
"7"	"30"	"11"	0
"8"	"30"	"11"	2
"9"	"30"	"11"	4
"10"	"30"	"11"	4
"11"	"30"	"11"	0
"12"	"30"	"11"	0
"13"	"30"	"11"	3
"14"	"30"	"11"	0
"15"	"30"	"11"	0
"16"	"30"	"11"	0
"1"	"31"	"11"	1
"2"	"31"	"11"	0
"3"	"31"	"11"	7
"4"	"31"	"11"	6
"5"	"31"	"11"	0
"6"	"31"	"11"	4
"7"	"31"	"11"	0
"8"	"31"	"11"	0
"9"	"31"	"11"	0
"10"	"31"	"11"	0
"11"	"31"	"11"	0
"12"	"31"	"11"	0
"13"	"31"	"11"	0
"14"	"31"	"11"	0
"15"	"31"	"11"	0
"16"	"31"	"11"	0
"1"	"32"	"11"	NA
"2"	"32"	"11"	NA
"3"	"32"	"11"	NA
"4"	"32"	"11"	NA
"5"	"32"	"11"	NA
"6"	"32"	"11"	NA
"7"	"32"	"11"	NA
"8"	"32"	"11"	NA
"9"	"32"	"11"	NA
"10"	"32"	"11"	NA
"11"	"32"	"11"	NA
"12"	"32"	"11"	NA
"13"	"32"	"11"	NA
"14"	"32"	"11"	NA
"15"	"32"	"11"	NA
"16"	"32"	"11"	NA
"1"	"33"	"11"	0
"2"	"33"	"11"	3
"3"	"33"	"11"	1
"4"	"33"	"11"	2
"5"	"33"	"11"	0
"6"	"33"	"11"	0
"7"	"33"	"11"	0
"8"	"33"	"11"	0
"9"	"33"	"11"	3
"10"	"33"	"11"	3
"11"	"33"	"11"	0
"12"	"33"	"11"	0
"13"	"33"	"11"	0
"14"	"33"	"11"	0
"15"	"33"	"11"	0
"16"	"33"	"11"	0
"1"	"34"	"11"	0
"2"	"34"	"11"	0
"3"	"34"	"11"	0
"4"	"34"	"11"	0
"5"	"34"	"11"	0
"6"	"34"	"11"	0
"7"	"34"	"11"	0
"8"	"34"	"11"	0
"9"	"34"	"11"	0
"10"	"34"	"11"	0
"11"	"34"	"11"	0
"12"	"34"	"11"	0
"13"	"34"	"11"	0
"14"	"34"	"11"	0
"15"	"34"	"11"	0
"16"	"34"	"11"	0
"1"	"35"	"11"	2
"2"	"35"	"11"	0
"3"	"35"	"11"	0
"4"	"35"	"11"	0
"5"	"35"	"11"	0
"6"	"35"	"11"	0
"7"	"35"	"11"	2
"8"	"35"	"11"	10
"9"	"35"	"11"	0
"10"	"35"	"11"	11
"11"	"35"	"11"	21
"12"	"35"	"11"	0
"13"	"35"	"11"	0
"14"	"35"	"11"	0
"15"	"35"	"11"	0
"16"	"35"	"11"	0
"1"	"36"	"11"	0
"2"	"36"	"11"	0
"3"	"36"	"11"	14
"4"	"36"	"11"	0
"5"	"36"	"11"	0
"6"	"36"	"11"	0
"7"	"36"	"11"	8
"8"	"36"	"11"	3
"9"	"36"	"11"	6
"10"	"36"	"11"	6
"11"	"36"	"11"	1
"12"	"36"	"11"	0
"13"	"36"	"11"	0
"14"	"36"	"11"	0
"15"	"36"	"11"	0
"16"	"36"	"11"	0
"1"	"37"	"11"	2
"2"	"37"	"11"	0
"3"	"37"	"11"	0
"4"	"37"	"11"	0
"5"	"37"	"11"	0
"6"	"37"	"11"	0
"7"	"37"	"11"	0
"8"	"37"	"11"	25
"9"	"37"	"11"	1
"10"	"37"	"11"	17
"11"	"37"	"11"	0
"12"	"37"	"11"	0
"13"	"37"	"11"	0
"14"	"37"	"11"	0
"15"	"37"	"11"	0
"16"	"37"	"11"	0
"1"	"38"	"11"	0
"2"	"38"	"11"	0
"3"	"38"	"11"	0
"4"	"38"	"11"	0
"5"	"38"	"11"	0
"6"	"38"	"11"	0
"7"	"38"	"11"	0
"8"	"38"	"11"	28
"9"	"38"	"11"	0
"10"	"38"	"11"	23
"11"	"38"	"11"	0
"12"	"38"	"11"	0
"13"	"38"	"11"	0
"14"	"38"	"11"	0
"15"	"38"	"11"	0
"16"	"38"	"11"	0
"1"	"39"	"11"	NA
"2"	"39"	"11"	NA
"3"	"39"	"11"	NA
"4"	"39"	"11"	NA
"5"	"39"	"11"	NA
"6"	"39"	"11"	NA
"7"	"39"	"11"	NA
"8"	"39"	"11"	NA
"9"	"39"	"11"	NA
"10"	"39"	"11"	NA
"11"	"39"	"11"	NA
"12"	"39"	"11"	NA
"13"	"39"	"11"	NA
"14"	"39"	"11"	NA
"15"	"39"	"11"	NA
"16"	"39"	"11"	NA
"1"	"40"	"11"	0
"2"	"40"	"11"	0
"3"	"40"	"11"	0
"4"	"40"	"11"	0
"5"	"40"	"11"	0
"6"	"40"	"11"	0
"7"	"40"	"11"	0
"8"	"40"	"11"	4
"9"	"40"	"11"	0
"10"	"40"	"11"	0
"11"	"40"	"11"	4
"12"	"40"	"11"	0
"13"	"40"	"11"	0
"14"	"40"	"11"	0
"15"	"40"	"11"	0
"16"	"40"	"11"	0
"1"	"41"	"11"	0
"2"	"41"	"11"	0
"3"	"41"	"11"	8
"4"	"41"	"11"	1
"5"	"41"	"11"	0
"6"	"41"	"11"	0
"7"	"41"	"11"	10
"8"	"41"	"11"	1
"9"	"41"	"11"	2
"10"	"41"	"11"	4
"11"	"41"	"11"	0
"12"	"41"	"11"	0
"13"	"41"	"11"	0
"14"	"41"	"11"	0
"15"	"41"	"11"	0
"16"	"41"	"11"	0
"1"	"42"	"11"	0
"2"	"42"	"11"	0
"3"	"42"	"11"	0
"4"	"42"	"11"	0
"5"	"42"	"11"	0
"6"	"42"	"11"	0
"7"	"42"	"11"	0
"8"	"42"	"11"	10
"9"	"42"	"11"	9
"10"	"42"	"11"	9
"11"	"42"	"11"	0
"12"	"42"	"11"	0
"13"	"42"	"11"	0
"14"	"42"	"11"	0
"15"	"42"	"11"	0
"16"	"42"	"11"	0
"1"	"43"	"11"	0
"2"	"43"	"11"	0
"3"	"43"	"11"	0
"4"	"43"	"11"	0
"5"	"43"	"11"	0
"6"	"43"	"11"	0
"7"	"43"	"11"	0
"8"	"43"	"11"	1
"9"	"43"	"11"	1
"10"	"43"	"11"	2
"11"	"43"	"11"	0
"12"	"43"	"11"	0
"13"	"43"	"11"	0
"14"	"43"	"11"	0
"15"	"43"	"11"	0
"16"	"43"	"11"	0
"1"	"44"	"11"	11
"2"	"44"	"11"	0
"3"	"44"	"11"	0
"4"	"44"	"11"	0
"5"	"44"	"11"	0
"6"	"44"	"11"	0
"7"	"44"	"11"	1
"8"	"44"	"11"	6
"9"	"44"	"11"	1
"10"	"44"	"11"	1
"11"	"44"	"11"	0
"12"	"44"	"11"	0
"13"	"44"	"11"	0
"14"	"44"	"11"	0
"15"	"44"	"11"	0
"16"	"44"	"11"	0
"1"	"45"	"11"	1
"2"	"45"	"11"	0
"3"	"45"	"11"	2
"4"	"45"	"11"	0
"5"	"45"	"11"	0
"6"	"45"	"11"	0
"7"	"45"	"11"	6
"8"	"45"	"11"	22
"9"	"45"	"11"	0
"10"	"45"	"11"	14
"11"	"45"	"11"	0
"12"	"45"	"11"	0
"13"	"45"	"11"	0
"14"	"45"	"11"	0
"15"	"45"	"11"	0
"16"	"45"	"11"	0
"1"	"46"	"11"	0
"2"	"46"	"11"	0
"3"	"46"	"11"	0
"4"	"46"	"11"	0
"5"	"46"	"11"	0
"6"	"46"	"11"	0
"7"	"46"	"11"	0
"8"	"46"	"11"	18
"9"	"46"	"11"	0
"10"	"46"	"11"	11
"11"	"46"	"11"	0
"12"	"46"	"11"	0
"13"	"46"	"11"	0
"14"	"46"	"11"	0
"15"	"46"	"11"	0
"16"	"46"	"11"	0
"1"	"47"	"11"	0
"2"	"47"	"11"	4
"3"	"47"	"11"	0
"4"	"47"	"11"	2
"5"	"47"	"11"	0
"6"	"47"	"11"	0
"7"	"47"	"11"	0
"8"	"47"	"11"	0
"9"	"47"	"11"	3
"10"	"47"	"11"	3
"11"	"47"	"11"	0
"12"	"47"	"11"	0
"13"	"47"	"11"	0
"14"	"47"	"11"	0
"15"	"47"	"11"	0
"16"	"47"	"11"	0
"1"	"48"	"11"	7
"2"	"48"	"11"	0
"3"	"48"	"11"	2
"4"	"48"	"11"	1
"5"	"48"	"11"	1
"6"	"48"	"11"	0
"7"	"48"	"11"	1
"8"	"48"	"11"	11
"9"	"48"	"11"	4
"10"	"48"	"11"	8
"11"	"48"	"11"	0
"12"	"48"	"11"	0
"13"	"48"	"11"	0
"14"	"48"	"11"	0
"15"	"48"	"11"	0
"16"	"48"	"11"	0
"1"	"49"	"11"	0
"2"	"49"	"11"	0
"3"	"49"	"11"	0
"4"	"49"	"11"	0
"5"	"49"	"11"	0
"6"	"49"	"11"	0
"7"	"49"	"11"	0
"8"	"49"	"11"	1
"9"	"49"	"11"	0
"10"	"49"	"11"	0
"11"	"49"	"11"	0
"12"	"49"	"11"	0
"13"	"49"	"11"	0
"14"	"49"	"11"	0
"15"	"49"	"11"	0
"16"	"49"	"11"	0
"1"	"50"	"11"	1
"2"	"50"	"11"	0
"3"	"50"	"11"	1
"4"	"50"	"11"	2
"5"	"50"	"11"	0
"6"	"50"	"11"	0
"7"	"50"	"11"	0
"8"	"50"	"11"	8
"9"	"50"	"11"	1
"10"	"50"	"11"	1
"11"	"50"	"11"	0
"12"	"50"	"11"	0
"13"	"50"	"11"	0
"14"	"50"	"11"	0
"15"	"50"	"11"	0
"16"	"50"	"11"	0
"1"	"51"	"11"	3
"2"	"51"	"11"	0
"3"	"51"	"11"	11
"4"	"51"	"11"	6
"5"	"51"	"11"	0
"6"	"51"	"11"	0
"7"	"51"	"11"	0
"8"	"51"	"11"	0
"9"	"51"	"11"	1
"10"	"51"	"11"	1
"11"	"51"	"11"	0
"12"	"51"	"11"	0
"13"	"51"	"11"	0
"14"	"51"	"11"	0
"15"	"51"	"11"	0
"16"	"51"	"11"	0
"1"	"52"	"11"	0
"2"	"52"	"11"	6
"3"	"52"	"11"	15
"4"	"52"	"11"	6
"5"	"52"	"11"	0
"6"	"52"	"11"	4
"7"	"52"	"11"	5
"8"	"52"	"11"	1
"9"	"52"	"11"	14
"10"	"52"	"11"	14
"11"	"52"	"11"	0
"12"	"52"	"11"	0
"13"	"52"	"11"	0
"14"	"52"	"11"	0
"15"	"52"	"11"	0
"16"	"52"	"11"	0
"1"	"53"	"11"	0
"2"	"53"	"11"	0
"3"	"53"	"11"	1
"4"	"53"	"11"	2
"5"	"53"	"11"	0
"6"	"53"	"11"	0
"7"	"53"	"11"	0
"8"	"53"	"11"	1
"9"	"53"	"11"	0
"10"	"53"	"11"	1
"11"	"53"	"11"	0
"12"	"53"	"11"	0
"13"	"53"	"11"	0
"14"	"53"	"11"	0
"15"	"53"	"11"	0
"16"	"53"	"11"	0
"1"	"54"	"11"	0
"2"	"54"	"11"	0
"3"	"54"	"11"	7
"4"	"54"	"11"	1
"5"	"54"	"11"	0
"6"	"54"	"11"	6
"7"	"54"	"11"	4
"8"	"54"	"11"	1
"9"	"54"	"11"	2
"10"	"54"	"11"	5
"11"	"54"	"11"	0
"12"	"54"	"11"	0
"13"	"54"	"11"	1
"14"	"54"	"11"	0
"15"	"54"	"11"	1
"16"	"54"	"11"	0
"1"	"55"	"11"	5
"2"	"55"	"11"	6
"3"	"55"	"11"	19
"4"	"55"	"11"	20
"5"	"55"	"11"	1
"6"	"55"	"11"	0
"7"	"55"	"11"	1
"8"	"55"	"11"	1
"9"	"55"	"11"	12
"10"	"55"	"11"	12
"11"	"55"	"11"	0
"12"	"55"	"11"	0
"13"	"55"	"11"	0
"14"	"55"	"11"	0
"15"	"55"	"11"	0
"16"	"55"	"11"	0
"1"	"56"	"11"	0
"2"	"56"	"11"	11
"3"	"56"	"11"	0
"4"	"56"	"11"	7
"5"	"56"	"11"	0
"6"	"56"	"11"	0
"7"	"56"	"11"	0
"8"	"56"	"11"	1
"9"	"56"	"11"	0
"10"	"56"	"11"	0
"11"	"56"	"11"	0
"12"	"56"	"11"	0
"13"	"56"	"11"	0
"14"	"56"	"11"	0
"15"	"56"	"11"	0
"16"	"56"	"11"	0
"1"	"57"	"11"	3
"2"	"57"	"11"	0
"3"	"57"	"11"	2
"4"	"57"	"11"	2
"5"	"57"	"11"	0
"6"	"57"	"11"	0
"7"	"57"	"11"	0
"8"	"57"	"11"	0
"9"	"57"	"11"	0
"10"	"57"	"11"	0
"11"	"57"	"11"	0
"12"	"57"	"11"	0
"13"	"57"	"11"	0
"14"	"57"	"11"	0
"15"	"57"	"11"	0
"16"	"57"	"11"	0
"1"	"58"	"11"	12
"2"	"58"	"11"	12
"3"	"58"	"11"	6
"4"	"58"	"11"	3
"5"	"58"	"11"	0
"6"	"58"	"11"	0
"7"	"58"	"11"	0
"8"	"58"	"11"	0
"9"	"58"	"11"	0
"10"	"58"	"11"	0
"11"	"58"	"11"	0
"12"	"58"	"11"	0
"13"	"58"	"11"	0
"14"	"58"	"11"	0
"15"	"58"	"11"	0
"16"	"58"	"11"	0
"1"	"59"	"11"	2
"2"	"59"	"11"	0
"3"	"59"	"11"	0
"4"	"59"	"11"	0
"5"	"59"	"11"	2
"6"	"59"	"11"	1
"7"	"59"	"11"	0
"8"	"59"	"11"	26
"9"	"59"	"11"	0
"10"	"59"	"11"	16
"11"	"59"	"11"	0
"12"	"59"	"11"	0
"13"	"59"	"11"	0
"14"	"59"	"11"	0
"15"	"59"	"11"	0
"16"	"59"	"11"	0
"1"	"60"	"11"	4
"2"	"60"	"11"	0
"3"	"60"	"11"	9
"4"	"60"	"11"	4
"5"	"60"	"11"	0
"6"	"60"	"11"	1
"7"	"60"	"11"	0
"8"	"60"	"11"	0
"9"	"60"	"11"	2
"10"	"60"	"11"	2
"11"	"60"	"11"	0
"12"	"60"	"11"	0
"13"	"60"	"11"	0
"14"	"60"	"11"	0
"15"	"60"	"11"	0
"16"	"60"	"11"	0
"1"	"61"	"11"	0
"2"	"61"	"11"	0
"3"	"61"	"11"	16
"4"	"61"	"11"	12
"5"	"61"	"11"	1
"6"	"61"	"11"	0
"7"	"61"	"11"	5
"8"	"61"	"11"	4
"9"	"61"	"11"	6
"10"	"61"	"11"	6
"11"	"61"	"11"	0
"12"	"61"	"11"	0
"13"	"61"	"11"	0
"14"	"61"	"11"	0
"15"	"61"	"11"	0
"16"	"61"	"11"	0
"1"	"62"	"11"	1
"2"	"62"	"11"	0
"3"	"62"	"11"	4
"4"	"62"	"11"	2
"5"	"62"	"11"	1
"6"	"62"	"11"	0
"7"	"62"	"11"	1
"8"	"62"	"11"	3
"9"	"62"	"11"	0
"10"	"62"	"11"	0
"11"	"62"	"11"	0
"12"	"62"	"11"	0
"13"	"62"	"11"	0
"14"	"62"	"11"	0
"15"	"62"	"11"	0
"16"	"62"	"11"	0
"1"	"63"	"11"	1
"2"	"63"	"11"	0
"3"	"63"	"11"	11
"4"	"63"	"11"	16
"5"	"63"	"11"	0
"6"	"63"	"11"	1
"7"	"63"	"11"	4
"8"	"63"	"11"	5
"9"	"63"	"11"	0
"10"	"63"	"11"	1
"11"	"63"	"11"	0
"12"	"63"	"11"	0
"13"	"63"	"11"	0
"14"	"63"	"11"	0
"15"	"63"	"11"	0
"16"	"63"	"11"	0
"1"	"64"	"11"	5
"2"	"64"	"11"	0
"3"	"64"	"11"	20
"4"	"64"	"11"	9
"5"	"64"	"11"	4
"6"	"64"	"11"	1
"7"	"64"	"11"	3
"8"	"64"	"11"	0
"9"	"64"	"11"	0
"10"	"64"	"11"	0
"11"	"64"	"11"	0
"12"	"64"	"11"	0
"13"	"64"	"11"	0
"14"	"64"	"11"	0
"15"	"64"	"11"	0
"16"	"64"	"11"	0
"1"	"65"	"11"	9
"2"	"65"	"11"	0
"3"	"65"	"11"	1
"4"	"65"	"11"	10
"5"	"65"	"11"	0
"6"	"65"	"11"	0
"7"	"65"	"11"	1
"8"	"65"	"11"	0
"9"	"65"	"11"	0
"10"	"65"	"11"	0
"11"	"65"	"11"	0
"12"	"65"	"11"	0
"13"	"65"	"11"	0
"14"	"65"	"11"	0
"15"	"65"	"11"	0
"16"	"65"	"11"	0
"1"	"66"	"11"	3
"2"	"66"	"11"	0
"3"	"66"	"11"	1
"4"	"66"	"11"	0
"5"	"66"	"11"	0
"6"	"66"	"11"	0
"7"	"66"	"11"	0
"8"	"66"	"11"	2
"9"	"66"	"11"	0
"10"	"66"	"11"	0
"11"	"66"	"11"	0
"12"	"66"	"11"	0
"13"	"66"	"11"	0
"14"	"66"	"11"	0
"15"	"66"	"11"	0
"16"	"66"	"11"	0
"1"	"67"	"11"	0
"2"	"67"	"11"	3
"3"	"67"	"11"	0
"4"	"67"	"11"	9
"5"	"67"	"11"	1
"6"	"67"	"11"	2
"7"	"67"	"11"	1
"8"	"67"	"11"	0
"9"	"67"	"11"	1
"10"	"67"	"11"	1
"11"	"67"	"11"	0
"12"	"67"	"11"	0
"13"	"67"	"11"	0
"14"	"67"	"11"	0
"15"	"67"	"11"	0
"16"	"67"	"11"	0
"1"	"68"	"11"	1
"2"	"68"	"11"	0
"3"	"68"	"11"	0
"4"	"68"	"11"	2
"5"	"68"	"11"	0
"6"	"68"	"11"	0
"7"	"68"	"11"	0
"8"	"68"	"11"	1
"9"	"68"	"11"	0
"10"	"68"	"11"	0
"11"	"68"	"11"	0
"12"	"68"	"11"	0
"13"	"68"	"11"	0
"14"	"68"	"11"	0
"15"	"68"	"11"	0
"16"	"68"	"11"	0
"1"	"69"	"11"	4
"2"	"69"	"11"	3
"3"	"69"	"11"	4
"4"	"69"	"11"	4
"5"	"69"	"11"	0
"6"	"69"	"11"	0
"7"	"69"	"11"	0
"8"	"69"	"11"	0
"9"	"69"	"11"	0
"10"	"69"	"11"	0
"11"	"69"	"11"	0
"12"	"69"	"11"	0
"13"	"69"	"11"	0
"14"	"69"	"11"	0
"15"	"69"	"11"	0
"16"	"69"	"11"	0
"1"	"70"	"11"	NA
"2"	"70"	"11"	NA
"3"	"70"	"11"	NA
"4"	"70"	"11"	NA
"5"	"70"	"11"	NA
"6"	"70"	"11"	NA
"7"	"70"	"11"	NA
"8"	"70"	"11"	NA
"9"	"70"	"11"	NA
"10"	"70"	"11"	NA
"11"	"70"	"11"	NA
"12"	"70"	"11"	NA
"13"	"70"	"11"	NA
"14"	"70"	"11"	NA
"15"	"70"	"11"	NA
"16"	"70"	"11"	NA
"1"	"71"	"11"	2
"2"	"71"	"11"	2
"3"	"71"	"11"	0
"4"	"71"	"11"	7
"5"	"71"	"11"	0
"6"	"71"	"11"	0
"7"	"71"	"11"	1
"8"	"71"	"11"	0
"9"	"71"	"11"	0
